Chr	width	gene_id	gene_name	gene_type	type	GENEID
chr1	33517	ENSMUSG00000026048	Ercc5	protein_coding	gene	ENSMUSG00000026048
chr1	14892	ENSMUSG00000046828	Mettl21e	protein_coding	gene	ENSMUSG00000046828
chr1	1639	ENSMUSG00000100769	Gm28893	lncRNA	gene	ENSMUSG00000100769
chr1	245328	ENSMUSG00000056870	Gulp1	protein_coding	gene	ENSMUSG00000056870
chr1	5274	ENSMUSG00000101701	4930521E06Rik	lncRNA	gene	ENSMUSG00000101701
chr1	38169	ENSMUSG00000026043	Col3a1	protein_coding	gene	ENSMUSG00000026043
chr1	128962	ENSMUSG00000026042	Col5a2	protein_coding	gene	ENSMUSG00000026042
chr1	28454	ENSMUSG00000025995	Wdr75	protein_coding	gene	ENSMUSG00000025995
chr1	5162	ENSMUSG00000121041	Gm57168	lncRNA	gene	ENSMUSG00000121041
chr1	18456	ENSMUSG00000025993	Slc40a1	protein_coding	gene	ENSMUSG00000025993
chr1	307236	ENSMUSG00000041144	Dnah7b	protein_coding	gene	ENSMUSG00000041144
chr1	381885	ENSMUSG00000101337	Dnah7c	protein_coding	gene	ENSMUSG00000101337
chr1	85309	ENSMUSG00000025986	Slc39a10	protein_coding	gene	ENSMUSG00000025986
chr1	951	ENSMUSG00000100213	Gm28151	lncRNA	gene	ENSMUSG00000100213
chr1	35611	ENSMUSG00000101447	Gm28826	lncRNA	gene	ENSMUSG00000101447
chr1	95828	ENSMUSG00000051616	C230029F24Rik	lncRNA	gene	ENSMUSG00000051616
chr1	1493	ENSMUSG00000099608	4933411E06Rik	lncRNA	gene	ENSMUSG00000099608
chr1	528	ENSMUSG00000100451	Gm29665	lncRNA	gene	ENSMUSG00000100451
chr1	2327	ENSMUSG00000100816	Gm28321	lncRNA	gene	ENSMUSG00000100816
chr1	286624	ENSMUSG00000026109	Tmeff2	protein_coding	gene	ENSMUSG00000026109
chr1	1475	ENSMUSG00000100671	Gm28322	lncRNA	gene	ENSMUSG00000100671
chr1	2942	ENSMUSG00000101242	Gm28319	lncRNA	gene	ENSMUSG00000101242
chr1	2273	ENSMUSG00000099924	Gm28320	lncRNA	gene	ENSMUSG00000099924
chr1	2528	ENSMUSG00000099625	Gm29325	lncRNA	gene	ENSMUSG00000099625
chr1	115394	ENSMUSG00000101799	9330175M20Rik	lncRNA	gene	ENSMUSG00000101799
chr1	13835	ENSMUSG00000045954	Cavin2	protein_coding	gene	ENSMUSG00000045954
chr1	1000	ENSMUSG00000101702	1700072G22Rik	lncRNA	gene	ENSMUSG00000101702
chr1	12564	ENSMUSG00000026107	Nabp1	protein_coding	gene	ENSMUSG00000026107
chr1	1564	ENSMUSG00000120049	Gm57109	lncRNA	gene	ENSMUSG00000120049
chr1	89633	ENSMUSG00000099413	Gm17767	lncRNA	gene	ENSMUSG00000099413
chr1	50737	ENSMUSG00000101741	Gm28055	lncRNA	gene	ENSMUSG00000101741
chr1	166307	ENSMUSG00000018417	Myo1b	protein_coding	gene	ENSMUSG00000018417
chr1	1279	ENSMUSG00000101724	Gm29453	lncRNA	gene	ENSMUSG00000101724
chr1	2499	ENSMUSG00000100313	Gm28323	lncRNA	gene	ENSMUSG00000100313
chr1	120042	ENSMUSG00000062939	Stat4	protein_coding	gene	ENSMUSG00000062939
chr1	5631	ENSMUSG00000109599	Gm31812	lncRNA	gene	ENSMUSG00000109599
chr1	42426	ENSMUSG00000026104	Stat1	protein_coding	gene	ENSMUSG00000026104
chr1	69785	ENSMUSG00000026103	Gls	protein_coding	gene	ENSMUSG00000026103
chr1	43386	ENSMUSG00000002881	Nab1	protein_coding	gene	ENSMUSG00000002881
chr1	59778	ENSMUSG00000100120	Gm53065	lncRNA	gene	ENSMUSG00000100120
chr1	10278	ENSMUSG00000099878	Gm28178	lncRNA	gene	ENSMUSG00000099878
chr1	21217	ENSMUSG00000043015	Nemp2	protein_coding	gene	ENSMUSG00000043015
chr1	71177	ENSMUSG00000041439	Mfsd6	protein_coding	gene	ENSMUSG00000041439
chr1	2491	ENSMUSG00000100302	Gm29670	lncRNA	gene	ENSMUSG00000100302
chr1	32262	ENSMUSG00000026102	Inpp1	protein_coding	gene	ENSMUSG00000026102
chr1	76058	ENSMUSG00000041426	Hibch	protein_coding	gene	ENSMUSG00000041426
chr1	97856	ENSMUSG00000043629	1700019D03Rik	protein_coding	gene	ENSMUSG00000043629
chr1	6440	ENSMUSG00000026100	Mstn	protein_coding	gene	ENSMUSG00000026100
chr1	29060	ENSMUSG00000060715	1700019A02Rik	protein_coding	gene	ENSMUSG00000060715
chr1	107832	ENSMUSG00000026098	Pms1	protein_coding	gene	ENSMUSG00000026098
chr1	1583	ENSMUSG00000100763	Gm28777	lncRNA	gene	ENSMUSG00000100763
chr1	13215	ENSMUSG00000026097	Ormdl1	protein_coding	gene	ENSMUSG00000026097
chr1	12720	ENSMUSG00000026096	Osgepl1	protein_coding	gene	ENSMUSG00000026096
chr1	15955	ENSMUSG00000121346	ENSMUSG00000121346	lncRNA	gene	ENSMUSG00000121346
chr1	8136	ENSMUSG00000026095	Asnsd1	protein_coding	gene	ENSMUSG00000026095
chr1	4141	ENSMUSG00000117809	Gm50478	protein_coding	gene	ENSMUSG00000117809
chr1	309779	ENSMUSG00000096141	Dnah7a	protein_coding	gene	ENSMUSG00000096141
chr1	29719	ENSMUSG00000026094	Stk17b	protein_coding	gene	ENSMUSG00000026094
chr1	388293	ENSMUSG00000042807	Hecw2	protein_coding	gene	ENSMUSG00000042807
chr1	118045	ENSMUSG00000025983	Ccdc150	protein_coding	gene	ENSMUSG00000025983
chr1	42968	ENSMUSG00000041303	Gtf3c3	protein_coding	gene	ENSMUSG00000041303
chr1	13360	ENSMUSG00000109809	Gm34066	protein_coding	gene	ENSMUSG00000109809
chr1	84691	ENSMUSG00000073678	Pgap1	protein_coding	gene	ENSMUSG00000073678
chr1	281048	ENSMUSG00000052331	Ankrd44	protein_coding	gene	ENSMUSG00000052331
chr1	85796	ENSMUSG00000101674	4930444A19Rik	lncRNA	gene	ENSMUSG00000101674
chr1	42313	ENSMUSG00000025982	Sf3b1	protein_coding	gene	ENSMUSG00000025982
chr1	19933	ENSMUSG00000025981	Coq10b	protein_coding	gene	ENSMUSG00000025981
chr1	10409	ENSMUSG00000025980	Hspd1	protein_coding	gene	ENSMUSG00000025980
chr1	3176	ENSMUSG00000073676	Hspe1	protein_coding	gene	ENSMUSG00000073676
chr1	23669	ENSMUSG00000025979	Mob4	protein_coding	gene	ENSMUSG00000025979
chr1	56624	ENSMUSG00000025978	Rftn2	protein_coding	gene	ENSMUSG00000025978
chr1	9374	ENSMUSG00000097649	Gm10561	lncRNA	gene	ENSMUSG00000097649
chr1	11294	ENSMUSG00000046994	Mars2	protein_coding	gene	ENSMUSG00000046994
chr1	114812	ENSMUSG00000025977	Boll	protein_coding	gene	ENSMUSG00000025977
chr1	348365	ENSMUSG00000038349	Plcl1	protein_coding	gene	ENSMUSG00000038349
chr1	41088	ENSMUSG00000099950	9130227L01Rik	lncRNA	gene	ENSMUSG00000099950
chr1	1226	ENSMUSG00000100372	1700003I22Rik	lncRNA	gene	ENSMUSG00000100372
chr1	2053	ENSMUSG00000101332	Gm28240	lncRNA	gene	ENSMUSG00000101332
chr1	1392	ENSMUSG00000045336	Hsfy2	protein_coding	gene	ENSMUSG00000045336
chr1	184670	ENSMUSG00000038331	Satb2	protein_coding	gene	ENSMUSG00000038331
chr1	78673	ENSMUSG00000087022	9130024F11Rik	lncRNA	gene	ENSMUSG00000087022
chr1	649	ENSMUSG00000120334	Gm57110	lncRNA	gene	ENSMUSG00000120334
chr1	2061	ENSMUSG00000099945	1700126A01Rik	lncRNA	gene	ENSMUSG00000099945
chr1	14349	ENSMUSG00000101429	BC055402	lncRNA	gene	ENSMUSG00000101429
chr1	18365	ENSMUSG00000097519	4930558J18Rik	lncRNA	gene	ENSMUSG00000097519
chr1	7804	ENSMUSG00000038323	1700066M21Rik	protein_coding	gene	ENSMUSG00000038323
chr1	18865	ENSMUSG00000048495	Tyw5	protein_coding	gene	ENSMUSG00000048495
chr1	11626	ENSMUSG00000025971	Maip1	protein_coding	gene	ENSMUSG00000025971
chr1	3110	ENSMUSG00000121279	Gm57188	lncRNA	gene	ENSMUSG00000121279
chr1	174233	ENSMUSG00000038305	Spats2l	protein_coding	gene	ENSMUSG00000038305
chr1	7277	ENSMUSG00000091283	Gm17234	lncRNA	gene	ENSMUSG00000091283
chr1	63856	ENSMUSG00000054770	Kctd18	protein_coding	gene	ENSMUSG00000054770
chr1	29929	ENSMUSG00000026039	Sgo2a	protein_coding	gene	ENSMUSG00000026039
chr1	76483	ENSMUSG00000063558	Aox1	protein_coding	gene	ENSMUSG00000063558
chr1	87569	ENSMUSG00000064294	Aox3	protein_coding	gene	ENSMUSG00000064294
chr1	58201	ENSMUSG00000038242	Aox4	protein_coding	gene	ENSMUSG00000038242
chr1	61540	ENSMUSG00000089822	Gm15759	lncRNA	gene	ENSMUSG00000089822
chr1	101934	ENSMUSG00000079554	Aox2	protein_coding	gene	ENSMUSG00000079554
chr1	14456	ENSMUSG00000051223	Bzw1	protein_coding	gene	ENSMUSG00000051223
chr1	13878	ENSMUSG00000026034	Clk1	protein_coding	gene	ENSMUSG00000026034
chr1	14493	ENSMUSG00000026035	Ppil3	protein_coding	gene	ENSMUSG00000026035
chr1	36666	ENSMUSG00000026036	Nif3l1	protein_coding	gene	ENSMUSG00000026036
chr1	42339	ENSMUSG00000026037	Orc2	protein_coding	gene	ENSMUSG00000026037
chr1	18083	ENSMUSG00000085054	Gm15834	lncRNA	gene	ENSMUSG00000085054
chr1	63518	ENSMUSG00000038174	Hycc2	protein_coding	gene	ENSMUSG00000038174
chr1	9581	ENSMUSG00000026032	Ndufb3	protein_coding	gene	ENSMUSG00000026032
chr1	49087	ENSMUSG00000047528	Flacc1	protein_coding	gene	ENSMUSG00000047528
chr1	3242	ENSMUSG00000121483	Gm20257	lncRNA	gene	ENSMUSG00000121483
chr1	47377	ENSMUSG00000026031	Cflar	protein_coding	gene	ENSMUSG00000026031
chr1	52130	ENSMUSG00000026029	Casp8	protein_coding	gene	ENSMUSG00000026029
chr1	72982	ENSMUSG00000026028	Trak2	protein_coding	gene	ENSMUSG00000026028
chr1	22194	ENSMUSG00000026027	Stradb	protein_coding	gene	ENSMUSG00000026027
chr1	97785	ENSMUSG00000072295	C2cd6	protein_coding	gene	ENSMUSG00000072295
chr1	6417	ENSMUSG00000047383	Gm55816	lncRNA	gene	ENSMUSG00000047383
chr1	45258	ENSMUSG00000099752	Gm29018	lncRNA	gene	ENSMUSG00000099752
chr1	19819	ENSMUSG00000038079	Tmem237	protein_coding	gene	ENSMUSG00000038079
chr1	2313	ENSMUSG00000097573	G730003C15Rik	lncRNA	gene	ENSMUSG00000097573
chr1	42455	ENSMUSG00000079550	Mpp4	protein_coding	gene	ENSMUSG00000079550
chr1	18274	ENSMUSG00000101586	Gm29017	lncRNA	gene	ENSMUSG00000101586
chr1	74306	ENSMUSG00000026024	Als2	protein_coding	gene	ENSMUSG00000026024
chr1	1572	ENSMUSG00000120458	Gm33667	lncRNA	gene	ENSMUSG00000120458
chr1	96088	ENSMUSG00000026023	Cdk15	protein_coding	gene	ENSMUSG00000026023
chr1	13370	ENSMUSG00000099922	Gm29016	lncRNA	gene	ENSMUSG00000099922
chr1	4532	ENSMUSG00000041075	Fzd7	protein_coding	gene	ENSMUSG00000041075
chr1	4126	ENSMUSG00000097819	Gm26813	lncRNA	gene	ENSMUSG00000097819
chr1	120154	ENSMUSG00000047361	Gm973	protein_coding	gene	ENSMUSG00000047361
chr1	16531	ENSMUSG00000099811	Gm28411	lncRNA	gene	ENSMUSG00000099811
chr1	2419	ENSMUSG00000101409	1700122D07Rik	lncRNA	gene	ENSMUSG00000101409
chr1	84277	ENSMUSG00000026021	Sumo1	protein_coding	gene	ENSMUSG00000026021
chr1	34074	ENSMUSG00000026020	Nop58	protein_coding	gene	ENSMUSG00000026020
chr1	1334	ENSMUSG00000119961	B430105G09Rik	lncRNA	gene	ENSMUSG00000119961
chr1	115615	ENSMUSG00000067336	Bmpr2	protein_coding	gene	ENSMUSG00000067336
chr1	72341	ENSMUSG00000041040	Fam117b	protein_coding	gene	ENSMUSG00000041040
chr1	60695	ENSMUSG00000026018	Ica1l	protein_coding	gene	ENSMUSG00000026018
chr1	28861	ENSMUSG00000026019	Wdr12	protein_coding	gene	ENSMUSG00000026019
chr1	55707	ENSMUSG00000026017	Carf	protein_coding	gene	ENSMUSG00000026017
chr1	157730	ENSMUSG00000073664	Nbeal1	protein_coding	gene	ENSMUSG00000073664
chr1	44738	ENSMUSG00000049439	Cyp20a1	protein_coding	gene	ENSMUSG00000049439
chr1	71540	ENSMUSG00000026782	Abi2	protein_coding	gene	ENSMUSG00000026782
chr1	84813	ENSMUSG00000026014	Raph1	protein_coding	gene	ENSMUSG00000026014
chr1	18913	ENSMUSG00000120763	Gm57165	lncRNA	gene	ENSMUSG00000120763
chr1	118	ENSMUSG00000120928	Gm57147	lncRNA	gene	ENSMUSG00000120928
chr1	56560	ENSMUSG00000026012	Cd28	protein_coding	gene	ENSMUSG00000026012
chr1	5170	ENSMUSG00000086795	Gm11579	lncRNA	gene	ENSMUSG00000086795
chr1	25051	ENSMUSG00000085965	2310016D23Rik	lncRNA	gene	ENSMUSG00000085965
chr1	28833	ENSMUSG00000026011	Ctla4	protein_coding	gene	ENSMUSG00000026011
chr1	22394	ENSMUSG00000026009	Icos	protein_coding	gene	ENSMUSG00000026009
chr1	6224	ENSMUSG00000100893	Gm28083	lncRNA	gene	ENSMUSG00000100893
chr1	5838	ENSMUSG00000085248	Gm11587	lncRNA	gene	ENSMUSG00000085248
chr1	17473	ENSMUSG00000085447	9530026F06Rik	lncRNA	gene	ENSMUSG00000085447
chr1	29375	ENSMUSG00000086408	Gm11588	lncRNA	gene	ENSMUSG00000086408
chr1	1078	ENSMUSG00000100965	Gm28449	lncRNA	gene	ENSMUSG00000100965
chr1	4207	ENSMUSG00000086009	4930587A21Rik	lncRNA	gene	ENSMUSG00000086009
chr1	1003461	ENSMUSG00000052062	Pard3b	protein_coding	gene	ENSMUSG00000052062
chr1	84126	ENSMUSG00000085842	Pard3bos1	lncRNA	gene	ENSMUSG00000085842
chr1	4915	ENSMUSG00000085019	Pard3bos2	lncRNA	gene	ENSMUSG00000085019
chr1	42537	ENSMUSG00000085400	Pard3bos3	lncRNA	gene	ENSMUSG00000085400
chr1	1452	ENSMUSG00000100750	Gm29084	lncRNA	gene	ENSMUSG00000100750
chr1	115411	ENSMUSG00000025969	Nrp2	protein_coding	gene	ENSMUSG00000025969
chr1	3351	ENSMUSG00000100811	Gm29083	lncRNA	gene	ENSMUSG00000100811
chr1	11020	ENSMUSG00000100426	Gm4208	lncRNA	gene	ENSMUSG00000100426
chr1	156273	ENSMUSG00000040865	Ino80d	protein_coding	gene	ENSMUSG00000040865
chr1	45216	ENSMUSG00000084799	Ino80dos	lncRNA	gene	ENSMUSG00000084799
chr1	9720	ENSMUSG00000101599	Gm20342	lncRNA	gene	ENSMUSG00000101599
chr1	33238	ENSMUSG00000025968	Ndufs1	protein_coding	gene	ENSMUSG00000025968
chr1	3662	ENSMUSG00000025967	Eef1b2	protein_coding	gene	ENSMUSG00000025967
chr1	31853	ENSMUSG00000046856	Cmklr2	protein_coding	gene	ENSMUSG00000046856
chr1	7655	ENSMUSG00000086730	Platr12	lncRNA	gene	ENSMUSG00000086730
chr1	6273	ENSMUSG00000087561	Gm11608	lncRNA	gene	ENSMUSG00000087561
chr1	41312	ENSMUSG00000027520	Zdbf2	protein_coding	gene	ENSMUSG00000027520
chr1	150386	ENSMUSG00000025964	Adam23	protein_coding	gene	ENSMUSG00000025964
chr1	4852	ENSMUSG00000115378	Gm39653	protein_coding	gene	ENSMUSG00000115378
chr1	64077	ENSMUSG00000069085	Dytn	protein_coding	gene	ENSMUSG00000069085
chr1	31500	ENSMUSG00000025963	Mdh1b	protein_coding	gene	ENSMUSG00000025963
chr1	24042	ENSMUSG00000025962	Fastkd2	protein_coding	gene	ENSMUSG00000025962
chr1	14361	ENSMUSG00000025961	4933402D24Rik	lncRNA	gene	ENSMUSG00000025961
chr1	4273	ENSMUSG00000044689	Gm13749	lncRNA	gene	ENSMUSG00000044689
chr1	92836	ENSMUSG00000025959	Klf7	protein_coding	gene	ENSMUSG00000025959
chr1	12129	ENSMUSG00000086836	Gm13748	lncRNA	gene	ENSMUSG00000086836
chr1	117053	ENSMUSG00000101895	Gm28981	lncRNA	gene	ENSMUSG00000101895
chr1	71904	ENSMUSG00000025958	Creb1	protein_coding	gene	ENSMUSG00000025958
chr1	10770	ENSMUSG00000025956	Mettl21a	protein_coding	gene	ENSMUSG00000025956
chr1	8250	ENSMUSG00000101832	Gm28982	lncRNA	gene	ENSMUSG00000101832
chr1	2822	ENSMUSG00000100437	Gm29152	lncRNA	gene	ENSMUSG00000100437
chr1	10830	ENSMUSG00000087213	2810408I11Rik	lncRNA	gene	ENSMUSG00000087213
chr1	35190	ENSMUSG00000070871	Ccnyl1	protein_coding	gene	ENSMUSG00000070871
chr1	7194	ENSMUSG00000045005	Fzd5	protein_coding	gene	ENSMUSG00000045005
chr1	170842	ENSMUSG00000051344	Plekhm3	protein_coding	gene	ENSMUSG00000051344
chr1	20071	ENSMUSG00000025955	Akr1cl	protein_coding	gene	ENSMUSG00000025955
chr1	2596	ENSMUSG00000070870	Cryge	protein_coding	gene	ENSMUSG00000070870
chr1	1581	ENSMUSG00000067299	Crygd	protein_coding	gene	ENSMUSG00000067299
chr1	2165	ENSMUSG00000025952	Crygc	protein_coding	gene	ENSMUSG00000025952
chr1	2070	ENSMUSG00000073658	Crygb	protein_coding	gene	ENSMUSG00000073658
chr1	2985	ENSMUSG00000044429	Cryga	protein_coding	gene	ENSMUSG00000044429
chr1	17930	ENSMUSG00000044816	D630023F18Rik	protein_coding	gene	ENSMUSG00000044816
chr1	27885	ENSMUSG00000025950	Idh1	protein_coding	gene	ENSMUSG00000025950
chr1	92013	ENSMUSG00000025949	Pikfyve	protein_coding	gene	ENSMUSG00000025949
chr1	107189	ENSMUSG00000025946	Pth2r	protein_coding	gene	ENSMUSG00000025946
chr1	1788	ENSMUSG00000025945	Crygf	protein_coding	gene	ENSMUSG00000025945
chr1	267311	ENSMUSG00000015222	Map2	protein_coding	gene	ENSMUSG00000015222
chr1	6521	ENSMUSG00000073656	Gm10558	lncRNA	gene	ENSMUSG00000073656
chr1	230782	ENSMUSG00000055567	Unc80	protein_coding	gene	ENSMUSG00000055567
chr1	18975	ENSMUSG00000026005	Rpe	protein_coding	gene	ENSMUSG00000026005
chr1	98315	ENSMUSG00000026004	Kansl1l	protein_coding	gene	ENSMUSG00000026004
chr1	4919	ENSMUSG00000121280	Gm57189	lncRNA	gene	ENSMUSG00000121280
chr1	32439	ENSMUSG00000026003	Acadl	protein_coding	gene	ENSMUSG00000026003
chr1	21110	ENSMUSG00000061816	Myl1	protein_coding	gene	ENSMUSG00000061816
chr1	38356	ENSMUSG00000026000	Lancl1	protein_coding	gene	ENSMUSG00000026000
chr1	1111	ENSMUSG00000120337	Gm57111	lncRNA	gene	ENSMUSG00000120337
chr1	108234	ENSMUSG00000025991	Cps1	protein_coding	gene	ENSMUSG00000025991
chr1	74410	ENSMUSG00000086204	Gm15668	lncRNA	gene	ENSMUSG00000086204
chr1	12844	ENSMUSG00000085075	Gm15669	lncRNA	gene	ENSMUSG00000085075
chr1	1521	ENSMUSG00000087329	Gm15671	lncRNA	gene	ENSMUSG00000087329
chr1	1075874	ENSMUSG00000062209	Erbb4	protein_coding	gene	ENSMUSG00000062209
chr1	14828	ENSMUSG00000087514	Gm16076	lncRNA	gene	ENSMUSG00000087514
chr1	3029	ENSMUSG00000099804	Gm28497	lncRNA	gene	ENSMUSG00000099804
chr1	3432	ENSMUSG00000100354	Gm29113	lncRNA	gene	ENSMUSG00000100354
chr1	33776	ENSMUSG00000101156	Gm29114	lncRNA	gene	ENSMUSG00000101156
chr1	156032	ENSMUSG00000025997	Ikzf2	protein_coding	gene	ENSMUSG00000025997
chr1	3487	ENSMUSG00000100815	Gm29112	lncRNA	gene	ENSMUSG00000100815
chr1	1875	ENSMUSG00000099954	Gm28112	lncRNA	gene	ENSMUSG00000099954
chr1	898163	ENSMUSG00000053153	Spag16	protein_coding	gene	ENSMUSG00000053153
chr1	159683	ENSMUSG00000045648	Vwc2l	protein_coding	gene	ENSMUSG00000045648
chr1	75649	ENSMUSG00000026196	Bard1	protein_coding	gene	ENSMUSG00000026196
chr1	172635	ENSMUSG00000050296	Abca12	protein_coding	gene	ENSMUSG00000050296
chr1	22482	ENSMUSG00000026192	Atic	protein_coding	gene	ENSMUSG00000026192
chr1	67681	ENSMUSG00000026193	Fn1	protein_coding	gene	ENSMUSG00000026193
chr1	10007	ENSMUSG00000073652	Apol7d	lncRNA	gene	ENSMUSG00000073652
chr1	3723	ENSMUSG00000099707	Gm8883	lncRNA	gene	ENSMUSG00000099707
chr1	23060	ENSMUSG00000101211	Gm28818	lncRNA	gene	ENSMUSG00000101211
chr1	2209	ENSMUSG00000121242	Gm57173	lncRNA	gene	ENSMUSG00000121242
chr1	46198	ENSMUSG00000101848	4933417E11Rik	lncRNA	gene	ENSMUSG00000101848
chr1	55051	ENSMUSG00000101764	4930556G22Rik	lncRNA	gene	ENSMUSG00000101764
chr1	14847	ENSMUSG00000102123	Gm4319	lncRNA	gene	ENSMUSG00000102123
chr1	52866	ENSMUSG00000039395	Mreg	protein_coding	gene	ENSMUSG00000039395
chr1	30250	ENSMUSG00000121277	Gm57184	lncRNA	gene	ENSMUSG00000121277
chr1	25148	ENSMUSG00000026189	Pecr	protein_coding	gene	ENSMUSG00000026189
chr1	18736	ENSMUSG00000026188	Tmem169	protein_coding	gene	ENSMUSG00000026188
chr1	87526	ENSMUSG00000026187	Xrcc5	protein_coding	gene	ENSMUSG00000026187
chr1	109819	ENSMUSG00000039372	Marchf4	protein_coding	gene	ENSMUSG00000039372
chr1	49884	ENSMUSG00000039354	Smarcal1	protein_coding	gene	ENSMUSG00000039354
chr1	1776	ENSMUSG00000110712	Gm39662	lncRNA	gene	ENSMUSG00000110712
chr1	57600	ENSMUSG00000039342	Ankar	protein_coding	gene	ENSMUSG00000039342
chr1	2524	ENSMUSG00000046330	Rpl37a	protein_coding	gene	ENSMUSG00000046330
chr1	24513	ENSMUSG00000120056	Gm30788	lncRNA	gene	ENSMUSG00000120056
chr1	502	ENSMUSG00000121273	Gm57179	lncRNA	gene	ENSMUSG00000121273
chr1	27972	ENSMUSG00000039323	Igfbp2	protein_coding	gene	ENSMUSG00000039323
chr1	16953	ENSMUSG00000026185	Igfbp5	protein_coding	gene	ENSMUSG00000026185
chr1	40664	ENSMUSG00000101968	1700027A15Rik	lncRNA	gene	ENSMUSG00000101968
chr1	836	ENSMUSG00000026182	Tnp1	protein_coding	gene	ENSMUSG00000026182
chr1	37297	ENSMUSG00000101112	Gm29185	lncRNA	gene	ENSMUSG00000101112
chr1	16795	ENSMUSG00000099877	Pinc	lncRNA	gene	ENSMUSG00000099877
chr1	31823	ENSMUSG00000101812	D530049I02Rik	lncRNA	gene	ENSMUSG00000101812
chr1	7696	ENSMUSG00000100444	C530043A13Rik	lncRNA	gene	ENSMUSG00000100444
chr1	7413	ENSMUSG00000100429	Gm29186	lncRNA	gene	ENSMUSG00000100429
chr1	246379	ENSMUSG00000100301	6030407O03Rik	lncRNA	gene	ENSMUSG00000100301
chr1	91597	ENSMUSG00000101344	Gm29183	lncRNA	gene	ENSMUSG00000101344
chr1	214219	ENSMUSG00000055322	Tns1	protein_coding	gene	ENSMUSG00000055322
chr1	22683	ENSMUSG00000061815	Rufy4	protein_coding	gene	ENSMUSG00000061815
chr1	7256	ENSMUSG00000026180	Cxcr2	protein_coding	gene	ENSMUSG00000026180
chr1	5829	ENSMUSG00000121276	Gm57183	lncRNA	gene	ENSMUSG00000121276
chr1	2847	ENSMUSG00000048480	Cxcr1	protein_coding	gene	ENSMUSG00000048480
chr1	32126	ENSMUSG00000006304	Arpc2	protein_coding	gene	ENSMUSG00000006304
chr1	1075	ENSMUSG00000064272	Gpbar1	protein_coding	gene	ENSMUSG00000064272
chr1	4899	ENSMUSG00000006299	Aamp	protein_coding	gene	ENSMUSG00000006299
chr1	706	ENSMUSG00000101503	Gm28364	lncRNA	gene	ENSMUSG00000101503
chr1	68765	ENSMUSG00000026179	Pnkd	protein_coding	gene	ENSMUSG00000026179
chr1	17376	ENSMUSG00000006301	Tmbim1	protein_coding	gene	ENSMUSG00000006301
chr1	3265	ENSMUSG00000099931	Gm29358	lncRNA	gene	ENSMUSG00000099931
chr1	7214	ENSMUSG00000073650	Catip	protein_coding	gene	ENSMUSG00000073650
chr1	10868	ENSMUSG00000026177	Slc11a1	protein_coding	gene	ENSMUSG00000026177
chr1	5777	ENSMUSG00000026176	Ctdsp1	protein_coding	gene	ENSMUSG00000026176
chr1	26184	ENSMUSG00000026175	Vil1	protein_coding	gene	ENSMUSG00000026175
chr1	108774	ENSMUSG00000033364	Usp37	protein_coding	gene	ENSMUSG00000033364
chr1	24785	ENSMUSG00000026174	Cnot9	protein_coding	gene	ENSMUSG00000026174
chr1	24907	ENSMUSG00000026173	Plcd4	protein_coding	gene	ENSMUSG00000026173
chr1	23120	ENSMUSG00000026135	Zfp142	protein_coding	gene	ENSMUSG00000026135
chr1	4155	ENSMUSG00000026172	Bcs1l	protein_coding	gene	ENSMUSG00000026172
chr1	7650	ENSMUSG00000026171	Rnf25	protein_coding	gene	ENSMUSG00000026171
chr1	35450	ENSMUSG00000033276	Stk36	protein_coding	gene	ENSMUSG00000033276
chr1	41986	ENSMUSG00000033257	Ttll4	protein_coding	gene	ENSMUSG00000033257
chr1	24319	ENSMUSG00000026170	Cyp27a1	protein_coding	gene	ENSMUSG00000026170
chr1	10300	ENSMUSG00000006542	Prkag3	protein_coding	gene	ENSMUSG00000006542
chr1	13431	ENSMUSG00000033227	Wnt6	protein_coding	gene	ENSMUSG00000033227
chr1	2463	ENSMUSG00000099472	Gm29539	lncRNA	gene	ENSMUSG00000099472
chr1	12664	ENSMUSG00000026167	Wnt10a	protein_coding	gene	ENSMUSG00000026167
chr1	29059	ENSMUSG00000089964	Gm16582	lncRNA	gene	ENSMUSG00000089964
chr1	2799	ENSMUSG00000090071	Cdk5r2	protein_coding	gene	ENSMUSG00000090071
chr1	3911	ENSMUSG00000055197	Fev	protein_coding	gene	ENSMUSG00000055197
chr1	3210	ENSMUSG00000006546	Cryba2	protein_coding	gene	ENSMUSG00000006546
chr1	33529	ENSMUSG00000047021	Cfap65	protein_coding	gene	ENSMUSG00000047021
chr1	5283	ENSMUSG00000089653	Gm15841	lncRNA	gene	ENSMUSG00000089653
chr1	6358	ENSMUSG00000006538	Ihh	protein_coding	gene	ENSMUSG00000006538
chr1	95547	ENSMUSG00000026162	Nhej1	protein_coding	gene	ENSMUSG00000026162
chr1	8350	ENSMUSG00000026205	Slc23a3	protein_coding	gene	ENSMUSG00000026205
chr1	8158	ENSMUSG00000033159	Cnppd1	protein_coding	gene	ENSMUSG00000033159
chr1	590	ENSMUSG00000121256	Gm57175	lncRNA	gene	ENSMUSG00000121256
chr1	5136	ENSMUSG00000049339	Retreg2	protein_coding	gene	ENSMUSG00000049339
chr1	2984	ENSMUSG00000026197	Zfand2b	protein_coding	gene	ENSMUSG00000026197
chr1	8676	ENSMUSG00000026198	Abcb6	protein_coding	gene	ENSMUSG00000026198
chr1	11337	ENSMUSG00000033124	Atg9a	protein_coding	gene	ENSMUSG00000033124
chr1	7237	ENSMUSG00000026199	Ankzf1	protein_coding	gene	ENSMUSG00000026199
